string,string_code,ref_t,swing_speed,material,gauge_nom,gauce_ac,stretch_40,stretch_51,stretch_62,pre_t,dwell,deflec,change_t,peak_t,peak_trans_force,avg_trans_force,stiffness,static_loss,stabiliz,impact_loss,total_loss,tension_loss,energy_return,sts_cof,stb_cof,spin_pot
Poly Star Strike 16L (1.25),2693,62,Fast,Polyester,1.25,1.27,2.4,3.9,5.2,32.04,40.5,19.6,24.3,56.2,29.4,,159.4,6.84,14.72,0.49,22.1,55.6,79.4,0.087,0.415,4.8
Poly Star Strike 16L (1.25),2694,40,Slow,Polyester,1.25,1.27,2.4,3.9,5.2,25.31,39.1,28,39.7,65,23.5,,237.7,12.17,17.02,0.27,29.5,47.7,90.4,0.087,0.415,4.8
Poly Star Strike 16L (1.25),2695,51,Slow,Polyester,1.25,1.27,2.4,3.9,5.2,18.13,39.8,35.2,48.7,66.8,30.8,,184,8.16,17.36,0.55,26,51.4,82.1,0.087,0.415,4.8
Poly Star Strike 16L (1.25),2696,40,Medium,Polyester,1.25,1.27,2.4,3.9,5.2,32.55,36.6,26,39.7,72.3,32.6,,208.6,12.17,17.07,0.55,29.8,48.3,85.9,0.087,0.415,4.8
Poly Star Strike 16L (1.25),2697,62,Slow,Polyester,1.25,1.27,2.4,3.9,5.2,25.2,37,33.1,49.4,74.7,12.5,,204.6,6.84,15.06,-0.09,21.8,54.9,91.4,0.087,0.415,4.8
Poly Star Turbo 16 (1.30),2698,40,Medium,Polyester,1.3,1.28,2.7,5.5,8.8,30.89,34.6,31,53.4,84.2,12.4,,227.5,12.39,21.13,-0.04,33.5,66,90.6,0.101,0.534,5.3
Poly Star Turbo 16 (1.30),2699,62,Slow,Polyester,1.3,1.28,2.7,5.5,8.8,11.47,50.7,24.2,27.3,38.8,20.2,,153.2,7.83,20,0.22,28,70.7,75.9,0.101,0.534,5.3
Poly Star Turbo 16 (1.30),2700,51,Medium,Polyester,1.3,1.28,2.7,5.5,8.8,17.2,46.5,22.2,27.6,44.8,13.7,,266.3,14.24,17.36,-0.38,31.3,50.6,94.1,0.101,0.534,5.3
Poly Star Turbo 16 (1.30),2701,40,Fast,Polyester,1.3,1.28,2.7,5.5,8.8,11.86,45.7,32,38.6,50.5,21.9,,184.6,12.39,20.76,0.46,33.5,66.3,83.2,0.101,0.534,5.3
Poly Star Turbo 16 (1.30),2702,62,Medium,Polyester,1.3,1.28,2.7,5.5,8.8,30.14,40.7,19.7,25.6,55.6,27.2,,129.2,7.83,19.91,0.59,28.2,71.4,70.9,0.101,0.534,5.3
Poly Star Turbo 16 (1.30),2703,51,Fast,Polyester,1.3,1.28,2.7,5.5,8.8,17.57,41.8,30,40.8,58.4,23.8,,253.7,14.24,16.63,0.29,31.1,50.5,89.7,0.101,0.534,5.3
Poly Star Turbo 16 (1.30),2704,62,Fast,Polyester,1.3,1.28,2.7,5.5,8.8,11.95,43.5,37.8,45.4,57.6,29.5,,165.2,12.39,20.73,0.69,33.7,66.7,77.3,0.101,0.534,5.3
Poly Star Turbo 16 (1.30),2705,40,Slow,Polyester,1.3,1.28,2.7,5.5,8.8,30.87,36.6,26,42.3,73.2,32.7,,225.2,14.24,16.61,0.64,31.5,51,85.7,0.101,0.534,5.3
Poly Star Turbo 16 (1.30),2706,51,Slow,Polyester,1.3,1.28,2.7,5.5,8.8,17.6,39.6,35,49.8,67.5,11.7,,188.6,7.83,20.39,0,28.2,71.1,85.7,0.101,0.534,5.3
Poly Star Turbo 16L (1.25),2707,62,Fast,Polyester,1.25,1.24,3.3,7.6,10.3,9.48,48.1,33.4,36.2,45.6,26.6,,110.9,9.19,20.86,0.62,30.6,77.3,66.7,0.105,0.521,5
Poly Star Turbo 16L (1.25),2708,40,Slow,Polyester,1.25,1.24,3.3,7.6,10.3,31.64,40.6,19.2,24.7,56.2,24,,249.2,14.09,15.39,0.24,29.8,48.1,89.9,0.105,0.521,5
Poly Star Turbo 16L (1.25),2709,51,Slow,Polyester,1.25,1.24,3.3,7.6,10.3,18.21,41.7,30,40.8,58.9,30.1,,168.6,13.23,19.3,0.37,32.9,64.9,77.8,0.105,0.521,5
Poly Star Turbo 16L (1.25),2710,40,Medium,Polyester,1.25,1.24,3.3,7.6,10.3,9.64,45.4,40,43.7,53.1,33,,224,14.09,15.39,0.6,30,48.7,86.7,0.105,0.521,5
Poly Star Turbo 16L (1.25),2711,62,Slow,Polyester,1.25,1.24,3.3,7.6,10.3,32.26,36.4,26,41.5,73.9,11.6,,161.2,9.19,21.48,0.07,30.6,77.4,83.7,0.105,0.521,5
Poly Star Turbo 16L (1.25),2712,51,Medium,Polyester,1.25,1.24,3.3,7.6,10.3,18.19,39.2,35,50.7,69,12.2,,216.6,13.23,20,-0.3,32.9,64.9,91.2,0.105,0.521,5
Poly Star Turbo 16L (1.25),2713,40,Fast,Polyester,1.25,1.24,3.3,7.6,10.3,32.26,34.4,31,52.9,85.3,19.1,,132,9.19,21.02,0.53,30.6,77.4,72.9,0.105,0.521,5
Poly Star Turbo 16L (1.25),2714,62,Medium,Polyester,1.25,1.24,3.3,7.6,10.3,9.02,53.4,26,26.7,35.7,13.5,,272,14.09,16.01,-0.33,29.8,48.2,95.8,0.105,0.521,5
Poly Star Turbo 16L (1.25),2715,51,Fast,Polyester,1.25,1.24,3.3,7.6,10.3,17.49,46.6,22.3,26.5,43.9,22.1,,184.6,13.23,19.28,0.48,33.1,65,85,0.105,0.521,5
Polyfibre Black Venom 16 (1.30),2716,40,Slow,Polyester,1.3,1.32,2.4,3.9,5.8,16.14,40.1,35.2,48.5,64.6,32,,217.7,13.41,17.99,0.59,32,51.8,85.4,0.097,0.42,4.3
Polyfibre Black Venom 16 (1.30),2717,51,Slow,Polyester,1.3,1.32,2.4,3.9,5.8,30.38,36.6,26,41.2,71.7,12.2,,218.3,6.77,17.42,-0.24,24,60.3,90.6,0.097,0.42,4.3
Polyfibre Black Venom 16 (1.30),2718,40,Medium,Polyester,1.3,1.32,2.4,3.9,5.8,22.47,37.5,33.4,49.4,71.9,13.1,,237.7,9.9,19.14,-0.41,28.7,56.4,91.4,0.097,0.42,4.3
Polyfibre Black Venom 16 (1.30),2719,62,Slow,Polyester,1.3,1.32,2.4,3.9,5.8,30.34,34.6,31.1,51.8,82.2,21,,180,6.77,16.8,0.42,24,60.4,81.9,0.097,0.42,4.3
Polyfibre Black Venom 16 (1.30),2720,51,Medium,Polyester,1.3,1.32,2.4,3.9,5.8,15.5,47.1,22.6,27.6,43,13.7,,268,13.41,18.87,-0.48,31.8,51.5,93.3,0.097,0.42,4.3
Polyfibre Black Venom 16 (1.30),2721,40,Fast,Polyester,1.3,1.32,2.4,3.9,5.8,21.68,43.9,21.5,27.1,48.7,22.1,,210.9,9.9,18.28,0.42,28.7,56.4,86.7,0.097,0.42,4.3
Polyfibre Black Venom 16 (1.30),2722,62,Medium,Polyester,1.3,1.32,2.4,3.9,5.8,16.12,42.1,30,39.9,56,28.5,,159.4,6.77,16.78,0.57,24,60.8,76.2,0.097,0.42,4.3
Polyfibre Black Venom 16 (1.30),2723,51,Fast,Polyester,1.3,1.32,2.4,3.9,5.8,29.46,40.7,19.8,25.8,55.3,23.3,,247.5,13.41,17.95,0.28,31.8,51.3,90.4,0.097,0.42,4.3
Polyfibre Black Venom 16 (1.30),2724,62,Fast,Polyester,1.3,1.32,2.4,3.9,5.8,22.54,39.4,28,40.6,63.3,30,,180,9.9,18.35,0.6,28.9,56.9,80.6,0.097,0.42,4.3
Polyfibre Black Venom 16L (1.25),2725,40,Fast,Polyester,1.25,1.25,2.7,4.8,6.7,14.29,48.8,23.9,26.2,40.6,13.6,,256.6,13.12,18.74,-0.5,31.3,50.8,95.6,NA,NA,NA
Polyfibre Black Venom 16L (1.25),2726,62,Medium,Polyester,1.25,1.25,2.7,4.8,6.7,19.84,45.4,22,25.8,45.6,21.7,,189.2,10.52,19.47,0.38,30.4,59.9,85.6,NA,NA,NA
Polyfibre Black Venom 16L (1.25),2727,51,Fast,Polyester,1.25,1.25,2.7,4.8,6.7,14.82,43.6,31,38.4,53.1,27.7,,145.7,7.14,17.8,0.59,25.6,64.3,74.8,NA,NA,NA
Polyfibre Black Venom 16L (1.25),2728,62,Fast,Polyester,1.25,1.25,2.7,4.8,6.7,29.88,40.9,19.8,24.9,54.7,23,,239.5,13.12,17.88,0.31,31.3,50.7,89.9,NA,NA,NA
Polyfibre Black Venom 16L (1.25),2729,40,Slow,Polyester,1.25,1.25,2.7,4.8,6.7,20.73,40.6,29,39.2,59.8,29.4,,170.3,10.52,19.45,0.68,30.6,60.4,79.9,NA,NA,NA
Polyfibre Black Venom 16L (1.25),2730,51,Slow,Polyester,1.25,1.25,2.7,4.8,6.7,14.75,41.6,36.1,46.7,61.3,32.5,,209.2,13.12,17.9,0.62,31.8,51.3,85.2,NA,NA,NA
Polyfibre Black Venom 16L (1.25),2731,40,Medium,Polyester,1.25,1.25,2.7,4.8,6.7,30.74,36.8,26.1,39.9,70.8,12.1,,186.9,7.14,18.26,-0.06,25.4,63.8,88.4,NA,NA,NA
Polyfibre Black Venom 16L (1.25),2732,62,Slow,Polyester,1.25,1.25,2.7,4.8,6.7,20.75,38.5,34,48.5,69.2,12.6,,217.2,10.52,20.36,-0.4,30.4,60.1,91.2,NA,NA,NA
Polyfibre Black Venom 16L (1.25),2733,51,Medium,Polyester,1.25,1.25,2.7,4.8,6.7,30.72,34.8,31.6,51.4,82.2,20.6,,162.3,7.14,17.73,0.51,25.4,63.9,81,NA,NA,NA
Polyfibre Black Venom Rough 16L (1.25),2734,51,Fast,Polyester,1.25,1.25,2.4,4.5,6.7,20.13,38.5,35.4,49.8,69.9,30.9,13.7,162.3,8.38,22.21,0.26,30.9,60.8,80.8,0.085,0.531,6.2
Polyfibre Cobra 17/1.20,2735,62,Fast,Polyester,1.2,1.24,2.7,4.8,8.2,19.12,42.2,30.1,38.4,57.3,29.5,,154.3,10.47,21.15,0.67,32.2,63.7,79.6,0.107,0.385,3.6
Polyfibre Cobra 17/1.20,2736,40,Slow,Polyester,1.2,1.24,2.7,4.8,8.2,14.33,43,37.9,44.3,58.7,32.9,,200,12.28,17.75,0.73,30.6,49.8,86.1,0.107,0.385,3.6
Polyfibre Cobra 17/1.20,2737,51,Slow,Polyester,1.2,1.24,2.7,4.8,8.2,31.75,37.1,26.8,39.2,71,11.9,,176.6,6.73,19.09,-0.04,25.8,64.9,87.2,0.107,0.385,3.6
Polyfibre Cobra 17/1.20,2738,40,Medium,Polyester,1.2,1.24,2.7,4.8,8.2,19.1,39.9,35.4,47.6,66.6,12.5,,192,10.47,21.71,-0.16,32,63.1,91.6,0.107,0.385,3.6
Polyfibre Cobra 17/1.20,2739,62,Slow,Polyester,1.2,1.24,2.7,4.8,8.2,31.71,35.1,32,50.5,82,20.4,,145.2,6.73,18.63,0.48,25.8,65.1,79.2,0.107,0.385,3.6
Polyfibre Cobra 17/1.20,2740,51,Medium,Polyester,1.2,1.24,2.7,4.8,8.2,13.87,50.5,24.2,25.4,39.2,13.8,,242.3,12.28,18.17,-0.24,30.2,48.9,95.1,0.107,0.385,3.6
Polyfibre Cobra 17/1.20,2741,40,Fast,Polyester,1.2,1.24,2.7,4.8,8.2,18.54,47.1,23,25.1,43.7,21.6,,172,10.47,21.13,0.49,32.2,63.3,84.5,0.107,0.385,3.6
Polyfibre Cobra 17/1.20,2742,62,Medium,Polyester,1.2,1.24,2.7,4.8,8.2,14.33,45.3,32,36.6,50.9,27.8,,125.2,6.73,18.63,0.61,26,65.4,74,0.107,0.385,3.6
Polyfibre Cobra 17/1.20,2743,51,Fast,Polyester,1.2,1.24,2.7,4.8,8.2,31.29,41.2,20,23.8,55.1,23.7,,222.3,12.28,17.71,0.26,30.2,49,90.2,0.107,0.385,3.6
Polyfibre Hexablade 16L (1.25),2744,40,Medium,Polyester,1.25,1.27,2.4,4.2,7.6,19.4,38.8,34,49,68.4,12.2,,197.7,6.97,19.09,-0.09,26,65.4,88.9,0.097,0.443,4.6
Polyfibre Hexablade 16L (1.25),2745,62,Slow,Polyester,1.25,1.27,2.4,4.2,7.6,29.17,34.8,31.2,52.9,82.2,12.5,,225.2,11.2,20.93,-0.4,31.8,62.6,91.8,0.097,0.443,4.6
Polyfibre Hexablade 16L (1.25),2746,51,Medium,Polyester,1.25,1.27,2.4,4.2,7.6,13.63,48.2,23.8,27.6,41.2,20.6,,168.6,6.97,19.27,-0.22,26,65.6,81,0.097,0.443,4.6
Polyfibre Hexablade 16L (1.25),2747,40,Fast,Polyester,1.25,1.27,2.4,4.2,7.6,18.59,45.5,22,26.9,45.4,13.7,,269.2,14.99,18.33,-0.47,32.9,53.2,94.3,0.097,0.443,4.6
Polyfibre Hexablade 16L (1.25),2748,62,Medium,Polyester,1.25,1.27,2.4,4.2,7.6,13.45,43.5,31,39.7,53.1,21.6,,193.7,11.2,20.05,0.44,31.8,62.5,85.9,0.097,0.443,4.6
Polyfibre Hexablade 16L (1.25),2749,51,Fast,Polyester,1.25,1.27,2.4,4.2,7.6,28.42,41.1,19.9,26.2,54.7,27.6,,148.6,6.97,18.7,0.37,26,65.6,74.5,0.097,0.443,4.6
Polyfibre Hexablade 16L (1.25),2750,62,Fast,Polyester,1.25,1.27,2.4,4.2,7.6,19.47,40.7,29,40.1,59.5,23.7,,241.7,14.99,17.58,0.15,32.6,53,91.8,0.097,0.443,4.6
Polyfibre Hexablade 16L (1.25),2751,40,Slow,Polyester,1.25,1.27,2.4,4.2,7.6,14.02,41.3,36,47.4,61.3,29,,172,11.2,20.12,0.57,32,62.9,78.7,0.097,0.443,4.6
Polyfibre Hexablade 16L (1.25),2752,51,Slow,Polyester,1.25,1.27,2.4,4.2,7.6,29.17,36.9,26.6,42.1,71.2,32.1,,221.2,14.99,17.58,0.46,33.1,53.5,84.5,0.097,0.443,4.6
Polyfibre Hexablade 17L (1.18),2753,51,Fast,Polyester,1.18,1.21,2.7,6.1,9.1,18.35,46.1,22,25.8,44.1,24.9,,136,7.78,20.03,0.37,28.2,71,69.4,0.1,0.52,5.2
Polyfibre Hexablade 17L (1.18),2754,62,Fast,Polyester,1.18,1.21,2.7,6.1,9.1,11.8,46,32,36.4,48.1,23.6,,244,13.67,16.08,0.24,30,48.6,91.2,0.1,0.52,5.2
Polyfibre Hexablade 17L (1.18),2755,40,Slow,Polyester,1.18,1.21,2.7,6.1,9.1,31.16,40.3,19.4,24.3,55.3,29,,168.6,11.49,20.16,0.7,32.4,63.8,79,0.1,0.52,5.2
Polyfibre Hexablade 17L (1.18),2756,51,Slow,Polyester,1.18,1.21,2.7,6.1,9.1,19.16,41.2,29.7,39.2,58.4,32.3,,217.2,13.67,16.03,0.6,30.2,49.1,87,0.1,0.52,5.2
Polyfibre Hexablade 17L (1.18),2757,40,Medium,Polyester,1.18,1.21,2.7,6.1,9.1,11.88,43.4,36,43.4,55.3,11.6,,174.3,7.78,20.69,-0.18,28.2,71.3,86.5,0.1,0.52,5.2
Polyfibre Hexablade 17L (1.18),2758,62,Slow,Polyester,1.18,1.21,2.7,6.1,9.1,31.99,36.3,26,40.6,72.5,12.2,,216,11.49,20.88,-0.37,32,63.1,92.7,0.1,0.52,5.2
Polyfibre Hexablade 17L (1.18),2759,51,Medium,Polyester,1.18,1.21,2.7,6.1,9.1,19.07,39,34.2,48.7,67.7,19.3,,144,7.78,20.11,0.47,28.4,71.4,76.4,0.1,0.52,5.2
Polyfibre Hexablade 17L (1.18),2760,40,Fast,Polyester,1.18,1.21,2.7,6.1,9.1,32.04,34.3,31,51.4,83.3,13.4,,262.3,13.67,16.91,-0.44,30.2,48.8,94.9,0.1,0.52,5.2
Polyfibre Hexablade 17L (1.18),2761,62,Medium,Polyester,1.18,1.21,2.7,6.1,9.1,11.22,51.3,24.8,26.2,37.5,21.7,,180,11.49,20.07,0.46,32,63.1,84.6,0.1,0.52,5.2
Polyfibre Hightec Premium 16/1.30,2762,51,Slow,Polyester,1.3,1.3,2.1,3.3,6.1,15.68,40.7,36,49.4,65,33,,207.5,12.57,18.96,0.77,32.2,52.3,84.1,0.093,0.387,4.2
Polyfibre Hightec Premium 16/1.30,2763,40,Medium,Polyester,1.3,1.3,2.1,3.3,6.1,30.19,37.1,27,42.3,72.5,12.3,,210.3,6.64,18.06,-0.45,24.3,61.1,90.6,0.093,0.387,4.2
Polyfibre Hightec Premium 16/1.30,2764,62,Slow,Polyester,1.3,1.3,2.1,3.3,6.1,22.05,38.1,34,49.6,71.7,13,,226.3,9.68,19.65,-0.33,28.9,57.2,92.7,0.093,0.387,4.2
Polyfibre Hightec Premium 16/1.30,2765,51,Medium,Polyester,1.3,1.3,2.1,3.3,6.1,30.21,35.1,32,52.3,82.5,22.2,,174.9,6.64,17.24,0.4,24.3,61.2,82.8,0.093,0.387,4.2
Polyfibre Hightec Premium 16/1.30,2766,40,Fast,Polyester,1.3,1.3,2.1,3.3,6.1,14.99,48.2,23.1,27.8,42.8,13.7,,264,12.57,19.95,-0.59,32,51.7,93.7,0.093,0.387,4.2
Polyfibre Hightec Premium 16/1.30,2767,62,Medium,Polyester,1.3,1.3,2.1,3.3,6.1,21.39,45,21.8,26.5,47.8,22.8,,197.2,9.68,18.97,0.46,29.1,57.4,85.6,0.093,0.387,4.2
Polyfibre Hightec Premium 16/1.30,2768,51,Fast,Polyester,1.3,1.3,2.1,3.3,6.1,15.81,43,31,41.5,57.3,29.3,,154.3,6.64,17.37,0.47,24.5,61.7,75.2,0.093,0.387,4.2
Polyfibre Hightec Premium 16/1.30,2769,62,Fast,Polyester,1.3,1.3,2.1,3.3,6.1,29.22,41.5,20,25.8,55.1,24.5,,236.6,12.57,18.98,0.36,32,51.7,90.1,0.093,0.387,4.2
Polyfibre Hightec Premium 16/1.30,2770,40,Slow,Polyester,1.3,1.3,2.1,3.3,6.1,22.07,40.2,29,40.8,62.8,30.5,,174.3,9.68,18.99,0.55,29.1,57.6,79,0.093,0.387,4.2
Polyfibre Hightec Premium 16L,2771,51,Fast,Polyester,1.25,1.25,2.1,3.6,6.1,15.35,43.1,30.3,39.5,54.9,28.4,,150.3,6.5,17.87,0.5,24.9,62.7,74.6,0.085,0.374,4.4
Polyfibre Hightec Premium 16L,2772,62,Fast,Polyester,1.25,1.25,2.1,3.6,6.1,29.46,41.1,20,25.6,54.9,23.6,,245.7,12.35,19.34,0.3,32,51.8,89.3,0.085,0.374,4.4
Polyfibre Hightec Premium 16L,2773,40,Slow,Polyester,1.25,1.25,2.1,3.6,6.1,21.06,40.4,29,40.1,61.3,29.6,,170.3,9.88,19.78,0.66,30.4,59.8,78.5,0.085,0.374,4.4
Polyfibre Hightec Premium 16L,2774,51,Slow,Polyester,1.25,1.25,2.1,3.6,6.1,15.32,41,36,47.8,63.3,32.9,,210.3,12.35,19.31,0.51,32.2,52.1,84.3,0.085,0.374,4.4
Polyfibre Hightec Premium 16L,2775,40,Medium,Polyester,1.25,1.25,2.1,3.6,6.1,30.05,37,26.3,41.9,71.9,12.2,,203.5,6.5,18.31,-0.05,24.7,62.4,90.8,0.085,0.374,4.4
Polyfibre Hightec Premium 16L,2776,62,Slow,Polyester,1.25,1.25,2.1,3.6,6.1,21.06,38.4,34,48.5,69.5,12.8,,221.7,9.88,20.36,-0.2,30,59.2,92.5,0.085,0.374,4.4
Polyfibre Hightec Premium 16L,2777,51,Medium,Polyester,1.25,1.25,2.1,3.6,6.1,30.08,35,31.9,52.5,82.7,20.8,,174.9,6.5,17.84,0.47,24.7,62.5,81.9,0.085,0.374,4.4
Polyfibre Hightec Premium 16L,2778,40,Fast,Polyester,1.25,1.25,2.1,3.6,6.1,14.88,47.8,23.2,26.9,41.9,13.7,,258.9,12.35,19.93,-0.24,32,51.9,94.3,0.085,0.374,4.4
Polyfibre Hightec Premium 16L,2779,62,Medium,Polyester,1.25,1.25,2.1,3.6,6.1,20.48,44.8,21.9,26.2,46.5,22.2,,194.3,9.88,19.78,0.55,30.2,59.6,85.9,0.085,0.374,4.4
Polyfibre Hightec Premium 17,2780,40,Medium,Polyester,1.2,1.18,3,5.5,8.2,20,39.3,35,47.6,67.5,11.7,,177.7,7.54,19.74,0.04,27.3,68.8,87.2,0.103,0.4,3.9
Polyfibre Hightec Premium 17,2781,62,Slow,Polyester,1.2,1.18,3,5.5,8.2,30.83,35.2,32,50.5,81.4,12.4,,214.3,10.54,20.73,-0.11,31.1,61.4,92.7,0.103,0.4,3.9
Polyfibre Hightec Premium 17,2782,51,Medium,Polyester,1.2,1.18,3,5.5,8.2,12.41,51.1,24.3,25.8,38.4,19.9,,146.3,7.54,19.27,0.62,27.3,69.1,79,0.103,0.4,3.9
Polyfibre Hightec Premium 17,2783,40,Fast,Polyester,1.2,1.18,3,5.5,8.2,19.45,46.2,22,25.6,45,13.5,,242.9,12.72,18.77,-0.22,31.3,50.6,93.3,0.103,0.4,3.9
Polyfibre Hightec Premium 17,2784,62,Medium,Polyester,1.2,1.18,3,5.5,8.2,12.88,46.1,32,36.8,49.8,22,,176,10.54,20.16,0.42,31.1,61.3,85.6,0.103,0.4,3.9
Polyfibre Hightec Premium 17,2785,51,Fast,Polyester,1.2,1.18,3,5.5,8.2,30.25,41.6,20,23.8,54,27.7,,126.9,7.54,19.32,0.37,27.1,68.6,74.1,0.103,0.4,3.9
Polyfibre Hightec Premium 17,2786,62,Fast,Polyester,1.2,1.18,3,5.5,8.2,20.02,41.6,29.9,38.8,58.9,23.7,,220,12.72,18.19,0.36,31.3,50.6,91,0.103,0.4,3.9
Polyfibre Hightec Premium 17,2787,40,Slow,Polyester,1.2,1.18,3,5.5,8.2,12.83,43.9,38.1,45.2,58,29.6,,157.7,10.54,20.18,0.66,31.3,61.9,79.7,0.103,0.4,3.9
Polyfibre Hightec Premium 17,2788,51,Slow,Polyester,1.2,1.18,3,5.5,8.2,30.83,37.4,27,39.5,70.3,32.6,,200.6,12.72,18.19,0.73,31.8,51.3,84.8,0.103,0.4,3.9
Polyfibre Panthera 16 (1.30),2789,51,Fast,Polyester,1.3,1.18,2.4,2.7,8.2,36.27,33.7,31.3,51.2,87.3,34.2,16.1,212.6,3.53,10.92,0.13,14.6,28.7,88,0.092,0.488,5.3
Polyfibre Poly Hightec 16/1.30,2790,40,Fast,Polyester,1.3,1.31,1.5,3,5.2,15.63,47.7,23,27.6,43.2,13.5,,269.2,14.2,20.09,-0.38,34,54.9,93.7,0.102,0.42,4.1
Polyfibre Poly Hightec 16/1.30,2791,62,Medium,Polyester,1.3,1.31,1.5,3,5.2,21.12,44.9,21.6,26.2,47.2,22.7,,196.6,10.25,18.6,0.42,29.3,57.7,85.9,0.102,0.42,4.1
Polyfibre Poly Hightec 16/1.30,2792,51,Fast,Polyester,1.3,1.31,1.5,3,5.2,16.32,42.6,30.6,41,57.3,29.4,,153.7,6.06,17.31,0.55,23.8,60.3,74,0.102,0.42,4.1
Polyfibre Poly Hightec 16/1.30,2793,62,Fast,Polyester,1.3,1.31,1.5,3,5.2,27.45,42.1,20,26.5,54,24.2,,232.6,14.2,19.34,0.31,34,54.8,89.3,0.102,0.42,4.1
Polyfibre Poly Hightec 16/1.30,2794,40,Slow,Polyester,1.3,1.31,1.5,3,5.2,21.87,40.3,29,40.8,62.6,30.3,,173.2,10.25,18.6,0.48,29.3,57.8,78.7,0.102,0.42,4.1
Polyfibre Poly Hightec 16/1.30,2795,51,Slow,Polyester,1.3,1.31,1.5,3,5.2,16.32,40.5,36,49,65.3,32.6,,210.9,14.2,19.32,0.55,34,55.2,81.2,0.102,0.42,4.1
Polyfibre Poly Hightec 16/1.30,2796,40,Medium,Polyester,1.3,1.31,1.5,3,5.2,28.2,37.5,27.3,42.8,71,12.4,,212.6,6.06,18,-0.33,23.8,59.8,91.2,0.102,0.42,4.1
Polyfibre Poly Hightec 16/1.30,2797,62,Slow,Polyester,1.3,1.31,1.5,3,5.2,21.87,38.3,34,49.4,71.2,12.8,,226.3,10.25,19.35,-0.29,29.3,57.8,93.5,0.102,0.42,4.1
Polyfibre Poly Hightec 16/1.30,2798,51,Medium,Polyester,1.3,1.31,1.5,3,5.2,28.22,35.5,32,53.1,81.4,21.9,,177.7,6.06,17.31,0.44,23.8,60,83,0.102,0.42,4.1
Polyfibre Poly Hightec 16L,2799,51,Medium,Polyester,1.25,1.23,2.4,3.9,6.7,30.96,35,31.9,52.3,83.3,21.1,,165.7,6.77,17.55,0.55,24.9,62.7,82.4,0.093,0.407,4.4
Polyfibre Poly Hightec 16L,2800,40,Fast,Polyester,1.25,1.23,2.4,3.9,6.7,14.86,48.7,23.9,26.7,41.5,13.7,,249.2,12.57,18.87,-0.2,31.3,50.6,92.7,0.093,0.407,4.4
Polyfibre Poly Hightec 16L,2801,62,Medium,Polyester,1.25,1.23,2.4,3.9,6.7,19.84,45.8,22,26.5,46.3,22.1,,182.3,10.5,19.85,0.53,30.9,60.9,84.6,0.093,0.407,4.4
Polyfibre Poly Hightec 16L,2802,51,Fast,Polyester,1.25,1.23,2.4,3.9,6.7,15.37,43.7,31,39.2,54.5,28.1,,147.4,6.77,17.55,0.38,24.7,62.2,75.3,0.093,0.407,4.4
Polyfibre Poly Hightec 16L,2803,62,Fast,Polyester,1.25,1.23,2.4,3.9,6.7,30.3,41.1,20,24.5,54.7,23.9,,242.9,12.57,18.15,0.26,31.1,50.2,90.2,0.093,0.407,4.4
Polyfibre Poly Hightec 16L,2804,40,Slow,Polyester,1.25,1.23,2.4,3.9,6.7,20.37,41.1,29.6,39.2,59.8,29.6,,169.2,10.5,19.87,0.77,31.1,61.4,79,0.093,0.407,4.4
Polyfibre Poly Hightec 16L,2805,51,Slow,Polyester,1.25,1.23,2.4,3.9,6.7,15.37,41.5,36,47,62.4,33.2,,208.6,12.57,18.21,0.6,31.3,50.8,85.7,0.093,0.407,4.4
Polyfibre Poly Hightec 16L,2806,40,Medium,Polyester,1.25,1.23,2.4,3.9,6.7,31.02,37,26.3,41.5,72.5,12.4,,188.6,6.77,18.06,-0.09,24.7,62.3,89.7,0.093,0.407,4.4
Polyfibre Poly Hightec 16L,2807,62,Slow,Polyester,1.25,1.23,2.4,3.9,6.7,20.35,39.1,34.2,48.7,69.2,12.7,,221.7,10.5,20.38,-0.16,30.6,60.6,92.7,0.093,0.407,4.4
Polyfibre Poly Hightec 17,2808,62,Fast,Polyester,1.2,1.16,2.7,5.5,7.9,19.54,41.8,30,38.6,58,29.4,,157.7,10.89,20.32,0.77,32,63,80.5,0.099,0.395,4
Polyfibre Poly Hightec 17,2809,40,Slow,Polyester,1.2,1.16,2.7,5.5,7.9,13.19,43.3,38,44.5,57.8,32.7,,202.3,12.59,18.35,0.7,31.8,51.3,86.1,0.099,0.395,4
Polyfibre Poly Hightec 17,2810,51,Slow,Polyester,1.2,1.16,2.7,5.5,7.9,30.85,37.2,26.7,39.9,70.8,11.7,,178.9,7.3,19.53,0.03,26.9,67.7,88.4,0.099,0.395,4
Polyfibre Poly Hightec 17,2811,40,Medium,Polyester,1.2,1.16,2.7,5.5,7.9,19.51,39.5,35,47.6,67.3,12.4,,216,10.89,20.76,-0.05,31.5,62.3,90.6,0.099,0.395,4
Polyfibre Poly Hightec 17,2812,62,Slow,Polyester,1.2,1.16,2.7,5.5,7.9,30.8,35.3,32,50.9,81.8,20.1,,146.3,7.3,19.18,0.64,27.1,68.3,79,0.099,0.395,4
Polyfibre Poly Hightec 17,2813,51,Medium,Polyester,1.2,1.16,2.7,5.5,7.9,12.86,50.7,24.2,25.8,38.8,13.7,,250.3,12.59,18.85,-0.28,31.1,50.5,95.8,0.099,0.395,4
Polyfibre Poly Hightec 17,2814,40,Fast,Polyester,1.2,1.16,2.7,5.5,7.9,19.07,46.4,22.1,26,45,21.8,,174.3,10.89,20.29,0.49,31.8,62.4,84.1,0.099,0.395,4
