string,string_code,ref_t,swing_speed,material,gauge_nom,gauce_ac,stretch_40,stretch_51,stretch_62,pre_t,dwell,deflec,change_t,peak_t,peak_trans_force,avg_trans_force,stiffness,static_loss,stabiliz,impact_loss,total_loss,tension_loss,energy_return,sts_cof,stb_cof,spin_pot
Gamma TNT2 Pro Plus 16,927,62,Slow,Nylon,1.3,1.37,NA,NA,12.4,37.79,35.1,32,39.9,77.6,12.2,,161.7,8.11,4.11,0.13,12.3,24.3,97.6,0.141,0.441,3.1
Gamma TNT2 Pro Plus 16,928,51,Medium,Nylon,1.3,1.37,NA,NA,12.4,47.25,32.9,30,40.4,87.5,20.9,,137.7,6.95,3.96,0.09,11,27.7,93.5,0.141,0.441,3.1
Gamma TNT2 Pro Plus 16,929,40,Fast,Nylon,1.3,1.37,NA,NA,12.4,29,44.8,19.9,14.6,43.4,13.1,,186.9,8.38,5.2,0.11,13.7,22.2,96.4,0.141,0.441,3.1
Gamma TNT2 Pro Plus 16,930,62,Medium,Nylon,1.3,1.37,NA,NA,12.4,38.5,40.7,18.7,13.9,52.5,22.5,,164.6,8.11,4.51,0.11,12.8,25.1,94.7,0.141,0.441,3.1
Gamma TNT2 Pro Plus 17L (1.24),931,51,Fast,Nylon,1.24,1.37,NA,NA,12.4,42.05,34.6,32,37.7,79.6,31.9,16.1,149.2,4.34,4.33,0.29,9,17.7,93.5,0.11,0.505,4.6
Gamma TNT2 Rx 16,932,62,Slow,Nylon,1.34,1.35,NA,NA,9.7,38.98,34.5,31.4,42.1,81.1,12.3,,182.9,7.12,4.11,0,11.2,22.1,96.6,0.105,0.471,4.5
Gamma TNT2 Rx 16,933,40,Medium,Nylon,1.34,1.35,NA,NA,9.7,48.44,32.4,29.9,41.5,89.7,13.3,,187.5,7.96,4.56,0.2,12.8,20.6,97.4,0.105,0.471,4.5
Gamma TNT2 Rx 16,934,51,Medium,Nylon,1.34,1.35,NA,NA,9.7,29.75,44.3,20.5,15,44.8,21.7,,150.9,6.46,4.01,0.05,10.6,26.5,93.3,0.105,0.471,4.5
Gamma TNT2 Rx 16,935,62,Medium,Nylon,1.34,1.35,NA,NA,9.7,39.49,39.9,18.1,14.8,54.2,22.6,,179.5,7.12,4.37,0.09,11.5,22.8,94.7,0.105,0.471,4.5
Gamma TNT2 Rx 16,936,40,Fast,Nylon,1.34,1.35,NA,NA,9.7,49.22,37.2,17,13.5,62.6,24.5,,188,7.96,5.05,0.07,13,21.2,96,0.105,0.471,4.5
Gamma TNT2 Rx 16,937,51,Fast,Nylon,1.34,1.35,NA,NA,9.7,29.22,39.6,28.9,30.9,60.2,29.2,,154.9,6.46,4.15,0.13,10.8,27.1,91.2,0.105,0.471,4.5
Gamma TNT2 Rx 16,938,62,Fast,Nylon,1.34,1.35,NA,NA,9.7,39.23,36.6,26.1,30,69.2,31.9,,173.2,7.12,4.62,0.15,11.9,23.4,93.7,0.105,0.471,4.5
Gamma TNT2 Rx 16,939,40,Slow,Nylon,1.34,1.35,NA,NA,9.7,48.73,34.2,25.1,29.1,77.8,33.6,,187.5,7.96,5.34,0.24,13.5,21.9,93.3,0.105,0.471,4.5
Gamma TNT2 Rx 16,940,51,Slow,Nylon,1.34,1.35,NA,NA,9.7,29.08,37.2,33,41.7,70.6,11.5,,146.3,6.46,3.48,0.29,10.1,25.8,97.8,0.105,0.471,4.5
Gamma TNT2 Rx 17 (1.25),941,51,Fast,Nylon,1.25,1.35,NA,NA,9.7,43.02,34.8,32.1,37.5,80.5,32.3,15.9,148,3.88,3.82,0.18,7.9,15.5,93.3,0.088,0.461,5.2
Gamma TNT2 Touch 16,942,51,Fast,Nylon,1.32,NA,6.4,8.2,9.7,37.9,40.6,19,15.7,53.6,22.1,,174.3,6.09,6.81,0.07,13,25.6,93.9,0.125,0.42,3.4
Gamma TNT2 Touch 16,943,40,Fast,Nylon,1.32,NA,6.4,8.2,9.7,48.4,34.3,24.1,28.4,76.7,32.4,,178.3,5.98,7.58,0.33,13.9,22.5,94.7,0.125,0.42,3.4
Gamma TNT2 Touch 16,944,62,Slow,Nylon,1.32,NA,6.4,8.2,9.7,25.84,45.9,22,16.8,42.8,20.7,,133.2,6.44,7.36,0.11,13.9,35.1,92,0.125,0.42,3.4
Gamma TNT2 Touch 16,945,51,Slow,Nylon,1.32,NA,6.4,8.2,9.7,37.82,37.1,26.2,29.5,67.5,30.6,,153.7,6.09,6.95,0.22,13.2,26.1,92.7,0.125,0.42,3.4
Gamma TNT2 Touch 16,946,62,Medium,Nylon,1.32,NA,6.4,8.2,9.7,48.18,32.6,29.8,38.8,87.1,28.3,,125.2,6.44,7.43,0.24,14.1,35.6,87.8,0.125,0.42,3.4
Gamma TNT2 Touch 16,947,40,Slow,Nylon,1.32,NA,6.4,8.2,9.7,25.89,41.4,30,29.5,55.3,13.4,,198.3,5.98,7.1,0,13,21.2,95.3,0.125,0.42,3.4
Gamma TNT2 Touch 16,948,51,Medium,Nylon,1.32,NA,6.4,8.2,9.7,37.68,35.1,32,38.8,76.5,12.7,,176,6.09,6.73,-0.05,12.8,25.2,98.2,0.125,0.42,3.4
Gamma TNT2 Touch 16,949,62,Fast,Nylon,1.32,NA,6.4,8.2,9.7,25.82,38.9,35.3,38.4,64.2,23.1,,198.9,5.98,7.36,0.07,13.5,21.7,95.1,0.125,0.42,3.4
Gamma TNT2 Touch 16,950,40,Medium,Nylon,1.32,NA,6.4,8.2,9.7,48.66,37,17.1,14.3,62.8,11.7,,141.7,6.44,7.41,-0.05,13.9,34.8,97.6,0.125,0.42,3.4
Gamma TNT2 Touch 17 (1.27),951,51,Fast,Nylon,1.27,NA,1.8,3.6,9.7,36.63,36.1,33.7,36.8,73.4,30.9,15.2,132,5.4,8.69,0.2,14.3,28.2,92.4,0.124,0.424,3.4
Gamma TNT2 Tour 16 (1.32),952,51,Fast,Nylon,1.32,NA,1.8,3.6,9.7,41.12,34.4,32,39.7,80.7,32.3,15.9,157.2,4.19,5.41,0.11,9.7,19.1,92.9,0.092,0.481,5.2
Gamma TNT2 Tour 17 (1.27),953,51,Fast,Nylon,1.27,NA,1.8,3.6,9.7,40.9,34.6,32,39.2,80,32,16,155.4,3.86,5.96,0.15,9.9,19.7,92.2,0.1,0.454,4.5
Gamma WearGuard Synthetic Gut 16,954,40,Fast,Nylon,1.3,1.31,NA,NA,9.1,40.15,40,18.5,15.2,55.3,22.7,,178.9,6.62,4.15,0.06,10.8,21.3,92.9,0.13,0.363,2.8
Gamma WearGuard Synthetic Gut 16,955,62,Medium,Nylon,1.3,1.31,NA,NA,9.1,29.19,40,29,31.5,60.6,29.9,,144,6.42,4.21,0.15,10.8,27.2,88.9,0.13,0.363,2.8
Gamma WearGuard Synthetic Gut 16,956,51,Fast,Nylon,1.3,1.31,NA,NA,9.1,49.44,37.3,18.1,13.7,63.1,24.3,,193.7,8.05,4.94,-0.05,13,21,95.3,0.13,0.363,2.8
Gamma WearGuard Synthetic Gut 16,957,62,Fast,Nylon,1.3,1.31,NA,NA,9.1,39.95,36.6,26,30,69.9,32.4,,165.2,6.62,4.37,0.17,11.2,22,92,0.13,0.363,2.8
Gamma WearGuard Synthetic Gut 16,958,40,Slow,Nylon,1.3,1.31,NA,NA,9.1,29.06,37.6,34.1,41,70.1,33.6,,186.3,8.05,5.05,0.17,13.2,21.5,94.9,0.13,0.363,2.8
Gamma WearGuard Synthetic Gut 16,959,51,Slow,Nylon,1.3,1.31,NA,NA,9.1,48.75,34.4,24.9,29.5,78.3,11.9,,149.2,6.42,4.1,-0.11,10.4,26.2,95.6,0.13,0.363,2.8
Gamma WearGuard Synthetic Gut 16,960,40,Medium,Nylon,1.3,1.31,NA,NA,9.1,39.73,34.6,31.9,41.5,81.1,12.8,,180.6,6.62,3.95,0,10.6,20.8,99.2,0.13,0.363,2.8
Gamma WearGuard Synthetic Gut 16,961,62,Slow,Nylon,1.3,1.31,NA,NA,9.1,48.64,32.6,30,41.2,89.7,22,,152,6.42,4.08,0.08,10.6,26.7,93.5,0.13,0.363,2.8
Gamma WearGuard Synthetic Gut 16,962,51,Medium,Nylon,1.3,1.31,NA,NA,9.1,29.17,44.9,21,16.1,45.4,14.3,,170.3,8.05,4.25,0,12.3,19.9,97.2,0.13,0.363,2.8
Gamma Zo Black Ice 17 (1.23),963,51,Slow,Polyester,1.23,1.23,2.4,3.6,4.5,17.22,38.5,34.4,53.6,70.8,33.7,,237.2,9.08,11.74,0.46,21.2,34.5,89.7,0.11,0.402,3.7
Gamma Zo Black Ice 17 (1.23),964,40,Medium,Polyester,1.23,1.23,2.4,3.6,4.5,40.92,34.2,24.2,39.7,80.7,12.1,,221.7,7.32,15.74,-0.17,22.9,57.7,90.6,0.11,0.402,3.7
Gamma Zo Black Ice 17 (1.23),965,62,Slow,Polyester,1.23,1.23,2.4,3.6,4.5,30.25,34.6,31.8,52.5,82.7,13.6,,253.7,8.09,13.02,-0.36,20.7,40.9,95.8,0.11,0.402,3.7
Gamma Zo Black Ice 17 (1.23),966,51,Medium,Polyester,1.23,1.23,2.4,3.6,4.5,40.92,32.4,29.5,50.7,91.5,22.1,,189.2,7.32,15.19,0.36,22.9,57.6,84.3,0.11,0.402,3.7
Gamma Zo Black Ice 17 (1.23),967,40,Fast,Polyester,1.23,1.23,2.4,3.6,4.5,16.63,46.5,22.2,26.9,43.7,14.2,,284,9.08,12.4,-0.44,20.9,34.1,97.2,0.11,0.402,3.7
Gamma Zo Black Ice 17 (1.23),968,62,Medium,Polyester,1.23,1.23,2.4,3.6,4.5,29.61,41.1,19.9,24.9,54.5,23.3,,244.6,8.09,12.4,0.22,20.7,40.8,90.8,0.11,0.402,3.7
Gamma Zo Black Ice 17 (1.23),969,51,Fast,Polyester,1.23,1.23,2.4,3.6,4.5,17.18,41.2,30,41.7,58.9,30.4,,184,7.32,15.15,0.46,22.9,57.8,81,0.11,0.402,3.7
Gamma Zo Black Ice 17 (1.23),970,62,Fast,Polyester,1.23,1.23,2.4,3.6,4.5,40.26,37.7,18,22.7,62.8,24.4,,277.2,9.08,11.74,0.13,20.9,33.9,92.4,0.11,0.402,3.7
Gamma Zo Black Ice 17 (1.23),971,40,Slow,Polyester,1.23,1.23,2.4,3.6,4.5,30.23,36.8,26.1,41,71.2,32.9,,211.5,8.09,12.38,0.44,20.9,41.2,87.2,0.11,0.402,3.7
Gamma Zo Black Ice 18 (1.18),972,40,Fast,Polyester,1.18,1.18,3,3.6,5.2,30.52,40.9,19.9,24,54.5,23.1,,233.7,8.25,11.51,0.02,19.8,39,91.4,0.108,0.431,4
Gamma Zo Black Ice 18 (1.18),973,62,Medium,Polyester,1.18,1.18,3,3.6,5.2,19.73,40.5,29.5,40.1,59.8,30.3,,181.2,7.08,12.9,0.53,20.5,51.7,81.9,0.108,0.431,4
Gamma Zo Black Ice 18 (1.18),974,51,Fast,Polyester,1.18,1.18,3,3.6,5.2,39.03,38.3,18,22.1,61.1,24.3,,246.9,8.07,13.91,0.16,22.1,35.9,92.9,0.108,0.431,4
Gamma Zo Black Ice 18 (1.18),975,62,Fast,Polyester,1.18,1.18,3,3.6,5.2,30.96,36.9,26.2,39.5,70.3,32.3,,199.5,8.25,11.38,0.44,20.1,39.6,87.8,0.108,0.431,4
Gamma Zo Black Ice 18 (1.18),976,40,Slow,Polyester,1.18,1.18,3,3.6,5.2,19.71,37.9,34,51.6,71.2,33.3,,221.7,8.07,13.87,0.51,22.5,36.4,88.5,0.108,0.431,4
Gamma Zo Black Ice 18 (1.18),977,51,Slow,Polyester,1.18,1.18,3,3.6,5.2,39.76,34.8,25,37.9,77.6,12.4,,217.7,7.08,13.45,-0.24,20.3,51.1,93.3,0.108,0.431,4
Gamma Zo Black Ice 18 (1.18),978,40,Medium,Polyester,1.18,1.18,3,3.6,5.2,31.09,34.8,31.9,49.8,80.9,13.6,,245.2,8.25,11.95,-0.44,19.8,39,94.3,0.108,0.431,4
Gamma Zo Black Ice 18 (1.18),979,62,Slow,Polyester,1.18,1.18,3,3.6,5.2,39.8,33,30,49,88.9,22.1,,188,7.08,12.88,0.33,20.3,51.1,85.6,0.108,0.431,4
Gamma Zo Black Ice 18 (1.18),980,51,Medium,Polyester,1.18,1.18,3,3.6,5.2,19.16,45.7,22,26,45.2,13.7,,276.6,8.07,14.64,-0.48,22.3,36,95.5,0.108,0.431,4
Gamma Zo Dart 17 (1.25),981,51,Fast,Polyester,1.25,1.18,9.1,10,5.2,37.37,33.7,31.5,50.5,87.8,34.5,16.2,206.9,3.95,9.4,0.22,13.5,26.7,88.7,0.085,0.452,5.3
Gamma Zo Ice 16,982,62,Fast,Polyester,1.27,1.27,1.5,NA,3,32.02,36.3,26,42.8,74.7,32.9,,223.5,6.68,12.02,0.49,19.2,37.8,85.2,0.102,0.43,4.2
Gamma Zo Ice 16,983,40,Slow,Polyester,1.27,1.27,1.5,NA,3,23.62,36.3,32.8,54.5,78.1,34.4,,240.6,9.39,12.51,0.55,22.5,36.4,87.6,0.102,0.43,4.2
Gamma Zo Ice 16,984,51,Slow,Polyester,1.27,1.27,1.5,NA,3,39.87,34.5,24.7,41,80.9,13.5,,261.2,4.61,11.82,-0.16,16.3,41,94.7,0.102,0.43,4.2
Gamma Zo Ice 16,985,40,Medium,Polyester,1.27,1.27,1.5,NA,3,32.02,34.4,31,52.9,84.9,13.9,,281.2,6.68,12.44,-0.15,19,37.4,94.3,0.102,0.43,4.2
Gamma Zo Ice 16,986,62,Slow,Polyester,1.27,1.27,1.5,NA,3,39.84,32.8,29.8,52.5,92.4,23.9,,230.9,4.61,11.42,0.29,16.3,41.1,87.6,0.102,0.43,4.2
Gamma Zo Ice 16,987,51,Medium,Polyester,1.27,1.27,1.5,NA,3,23.26,43.2,20.9,28.2,51.4,14.3,,304,9.39,13.03,-0.37,22.1,35.7,96,0.102,0.43,4.2
Gamma Zo Ice 16,988,40,Fast,Polyester,1.27,1.27,1.5,NA,3,31.6,40.4,19.3,26,57.6,24.3,,256.6,6.68,12.02,0.27,19,37.4,90.4,0.102,0.43,4.2
Gamma Zo Ice 16,989,62,Medium,Polyester,1.27,1.27,1.5,NA,3,23.66,38.5,28,44.5,68.1,32,,204.6,4.61,11.46,0.31,16.3,41.3,82.6,0.102,0.43,4.2
Gamma Zo Ice 16,990,51,Fast,Polyester,1.27,1.27,1.5,NA,3,39.32,38.1,18,24.3,63.5,25,,273.2,9.39,12.48,0.2,22.1,35.8,92.4,0.102,0.43,4.2
Gamma Zo Magic 16,991,62,Slow,Polyester,1.27,1.28,1.8,2.4,3,43.37,31.8,28.9,53.1,96.4,13.7,,321.2,6.37,10.44,-0.14,16.8,32.9,94.9,0.097,0.395,4.1
Gamma Zo Magic 16,992,51,Medium,Polyester,1.27,1.28,1.8,2.4,3,22.54,42.9,20.6,28.4,50.9,24,,238.3,5.49,11.42,0.31,17.2,43.4,87.2,0.097,0.395,4.1
Gamma Zo Magic 16,993,40,Fast,Polyester,1.27,1.28,1.8,2.4,3,33.91,38.9,18.2,26.2,60.2,14.9,,290.3,7.12,11.62,-0.15,18.5,30.1,98,0.097,0.395,4.1
Gamma Zo Magic 16,994,62,Medium,Polyester,1.27,1.28,1.8,2.4,3,22.78,38.2,28,45.9,68.6,24.4,,276.6,6.37,10.19,0.18,16.8,33,92.7,0.097,0.395,4.1
Gamma Zo Magic 16,995,51,Fast,Polyester,1.27,1.28,1.8,2.4,3,43,37.5,18,23.2,66.2,32.5,,229.2,5.49,11.42,0.38,17.2,43.6,85.2,0.097,0.395,4.1
Gamma Zo Magic 16,996,62,Fast,Polyester,1.27,1.28,1.8,2.4,3,34.16,35.3,25.2,43.2,77.4,25.4,,290.9,7.12,11.25,0.06,18.5,29.9,95.3,0.097,0.395,4.1
Gamma Zo Magic 16,997,40,Slow,Polyester,1.27,1.28,1.8,2.4,3,22.78,35.7,32.1,58.2,80.9,33.4,,248,6.37,10.24,0.48,17.2,33.7,89.3,0.097,0.395,4.1
Gamma Zo Magic 16,998,51,Slow,Polyester,1.27,1.28,1.8,2.4,3,43.37,33.4,24,41.2,84.7,34.9,,257.7,7.12,11.25,0.39,18.7,30.4,90.1,0.097,0.395,4.1
Gamma Zo Magic 16,999,40,Medium,Polyester,1.27,1.28,1.8,2.4,3,34.11,33.3,30,54.9,89.1,13.1,,270.3,5.49,11.66,-0.02,17.2,43.2,95.3,0.097,0.395,4.1
Gamma Zo Power 16L,1000,40,Medium,Polyester,1.25,1.27,2.1,3.9,5.2,33.76,33.6,30.1,54.2,88,13,,249.2,9.99,18.44,-0.16,28.2,55.7,93.1,0.132,0.383,2.9
Gamma Zo Power 16L,1001,62,Slow,Polyester,1.25,1.27,2.1,3.9,5.2,13.94,47.9,23.4,28.9,42.8,21.5,,190.3,6.46,18.74,0.6,25.8,65,81.4,0.132,0.383,2.9
Gamma Zo Power 16L,1002,51,Medium,Polyester,1.25,1.27,2.1,3.9,5.2,22.29,43.5,21,27.1,49.4,13.9,,284.6,12.39,16.05,-0.22,28.2,45.7,94.9,0.132,0.383,2.9
Gamma Zo Power 16L,1003,40,Fast,Polyester,1.25,1.27,2.1,3.9,5.2,14.49,42.7,30.2,42.6,57.1,22.8,,219.5,9.99,17.91,0.46,28.4,55.9,87.6,0.132,0.383,2.9
Gamma Zo Power 16L,1004,62,Medium,Polyester,1.25,1.27,2.1,3.9,5.2,33.3,39.5,19,25.4,58.7,38.2,,223.5,6.46,18.81,0.53,25.8,65,76.4,0.132,0.383,2.9
Gamma Zo Power 16L,1005,51,Fast,Polyester,1.25,1.27,2.1,3.9,5.2,22.82,39,28,42.3,65,24.7,,258.3,12.39,15.55,0.17,28.2,45.5,90.8,0.132,0.383,2.9
Gamma Zo Power 16L,1006,62,Fast,Polyester,1.25,1.27,2.1,3.9,5.2,14.42,40.5,35.9,70.8,85.1,30.9,,193.2,9.99,17.95,0.82,28.7,56.7,81.7,0.132,0.383,2.9
Gamma Zo Power 16L,1007,40,Slow,Polyester,1.25,1.27,2.1,3.9,5.2,33.8,35.5,25.9,42.6,76.3,33,,243.5,12.39,15.59,0.64,28.7,46.4,86.7,0.132,0.383,2.9
Gamma Zo Power 16L,1008,51,Slow,Polyester,1.25,1.27,2.1,3.9,5.2,22.78,37,33.1,52,74.7,12.5,,213.7,6.46,19.29,-0.08,25.6,64.7,88.4,0.132,0.383,2.9
Gamma Zo Tour 16,1009,51,Fast,,1.3,1.33,1.8,2.7,4.2,24.06,42.7,20,28.2,52.5,24.3,,233.2,9.75,16.14,0.4,26.2,51.8,87.2,0.11,0.422,3.8
Gamma Zo Tour 16,1010,62,Fast,,1.3,1.33,1.8,2.7,4.2,18.1,40.3,29.2,44.8,62.8,30.9,,191.5,5.45,16.2,0.4,22.1,55.6,78.7,0.11,0.422,3.8
Gamma Zo Tour 16,1011,40,Slow,,1.3,1.33,1.8,2.7,4.2,34.73,39.4,18.3,25.8,60.4,25.1,,283.5,11.88,14.56,0.22,26.7,43.2,90.2,0.11,0.422,3.8
Gamma Zo Tour 16,1012,51,Slow,,1.3,1.33,1.8,2.7,4.2,24.83,38,27.9,44.8,69.7,32.6,,214.9,9.75,16.19,0.61,26.5,52.3,82.8,0.11,0.422,3.8
Gamma Zo Tour 16,1013,40,Medium,,1.3,1.33,1.8,2.7,4.2,18.04,38.2,34,54.5,72.5,34.1,,250.3,11.88,14.58,0.6,27.1,43.8,87.2,0.11,0.422,3.8
Gamma Zo Tour 16,1014,62,Slow,,1.3,1.33,1.8,2.7,4.2,35.3,35,25.2,44.3,79.6,12.8,,242.3,5.45,16.4,0,21.8,55.1,89.5,0.11,0.422,3.8
Gamma Zo Tour 16,1015,51,Medium,,1.3,1.33,1.8,2.7,4.2,24.78,36,32.4,55.6,80.5,13.1,,286.9,9.75,16.91,-0.55,26,51.5,94.7,0.11,0.422,3.8
Gamma Zo Tour 16,1016,40,Fast,,1.3,1.33,1.8,2.7,4.2,35.28,33.2,30.1,55.6,90.8,22.9,,213.2,5.45,16.14,0.39,22.1,55.4,84.6,0.11,0.422,3.8
Gamma Zo Tour 16,1017,62,Medium,,1.3,1.33,1.8,2.7,4.2,17.84,45.4,22,28.9,46.7,13.8,,313.2,11.88,15.13,-0.33,26.7,43.2,97.4,0.11,0.422,3.8
Gamma Zo Tour 17 (1.25),1018,40,Slow,Polyester,1.25,1.27,2.4,3.3,4.8,17.35,39,34.3,50.9,68.4,33.3,,239.5,11.25,14.72,0.51,26.5,42.9,85.9,0.109,0.408,3.7
Gamma Zo Tour 17 (1.25),1019,51,Slow,Polyester,1.25,1.27,2.4,3.3,4.8,35.74,35.1,25.4,41.7,77.4,12.3,,230.3,6.2,16.71,-0.24,22.7,57.1,92,0.109,0.408,3.7
Gamma Zo Tour 17 (1.25),1020,40,Medium,Polyester,1.25,1.27,2.4,3.3,4.8,25.73,36,32.1,51.6,77.4,12.9,,265.7,8.93,16.7,-0.25,25.4,50,93.7,0.109,0.408,3.7
Gamma Zo Tour 17 (1.25),1021,62,Slow,Polyester,1.25,1.27,2.4,3.3,4.8,35.77,33.3,30,53.1,88.9,22.3,,192,6.2,16.14,0.33,22.7,57.1,84.5,0.109,0.408,3.7
Gamma Zo Tour 17 (1.25),1022,51,Medium,Polyester,1.25,1.27,2.4,3.3,4.8,16.78,46.2,22.1,27.8,44.5,13.5,,308,11.25,15.45,-0.42,26.2,42.6,94.7,0.109,0.408,3.7
Gamma Zo Tour 17 (1.25),1023,40,Fast,Polyester,1.25,1.27,2.4,3.3,4.8,25.09,42.6,20.1,26.2,51.4,23.3,,217.7,8.93,16.04,0.24,25.1,49.7,87.8,0.109,0.408,3.7
Gamma Zo Tour 17 (1.25),1024,62,Medium,Polyester,1.25,1.27,2.4,3.3,4.8,17.35,41.2,29.9,42.3,59.5,29.2,,176.6,6.2,16.14,0.53,22.9,57.6,78.3,0.109,0.408,3.7
Gamma Zo Tour 17 (1.25),1025,51,Fast,Polyester,1.25,1.27,2.4,3.3,4.8,35.04,38.9,18.1,24.9,59.8,24.5,,262.9,11.25,14.75,0.15,26.2,42.4,91.8,0.109,0.408,3.7
Gamma Zo Tour 17 (1.25),1026,62,Fast,Polyester,1.25,1.27,2.4,3.3,4.8,25.75,38.1,27.8,41.5,67,31,,204,8.93,16.06,0.55,25.6,50.3,83.7,0.109,0.408,3.7
Gamma Zo Tour Rough 16,1027,51,Fast,Polyester,1.28,1.32,2.7,4.8,6.7,13.89,44.4,31.9,39,52.9,28.2,,139.4,7.61,18.17,0.72,26.5,66.8,76.7,0.083,0.505,6.1
Gamma Zo Tour Rough 16,1028,62,Fast,Polyester,1.28,1.32,2.7,4.8,6.7,37.04,39.1,18.3,22.3,59.3,24.4,,237.2,10.36,13.87,0.14,24.3,39.5,90.6,0.083,0.505,6.1
Gamma Zo Tour Rough 16,1029,40,Slow,Polyester,1.28,1.32,2.7,4.8,6.7,26.57,38.5,28,39,65.5,31.6,,186.9,9.33,14.8,0.66,24.7,48.9,85.9,0.083,0.505,6.1
Gamma Zo Tour Rough 16,1030,51,Slow,Polyester,1.28,1.32,2.7,4.8,6.7,13.91,42,37,47,60.9,32.6,,222.3,10.36,13.9,0.52,24.7,40.1,89.3,0.083,0.505,6.1
Gamma Zo Tour Rough 16,1031,40,Medium,Polyester,1.28,1.32,2.7,4.8,6.7,37.51,35.6,25.7,38.4,75.9,11.9,,185.2,7.61,18.61,-0.07,26.2,65.9,89.5,0.083,0.505,6.1
Gamma Zo Tour Rough 16,1032,62,Slow,Polyester,1.28,1.32,2.7,4.8,6.7,26.59,36.3,33,50.1,76.7,12.9,,250.9,9.33,15.22,-0.14,24.5,48.1,94.5,0.083,0.505,6.1
Gamma Zo Tour Rough 16,1033,51,Medium,Polyester,1.28,1.32,2.7,4.8,6.7,37.48,33.5,30,49.2,86.7,21.1,,154.9,7.61,18.19,0.44,26.2,66.1,80.6,0.083,0.505,6.1
Gamma Zo Tour Rough 16,1034,40,Fast,Polyester,1.28,1.32,2.7,4.8,6.7,13.47,49.5,24,26.2,39.7,13.6,,270.9,10.36,14.34,-0.2,24.5,39.7,96.4,0.083,0.505,6.1
Gamma Zo Tour Rough 16,1035,62,Medium,Polyester,1.28,1.32,2.7,4.8,6.7,26.17,42.8,20.2,25.1,51.2,22.9,,202.3,9.33,14.82,0.31,24.5,48.2,90.1,0.083,0.505,6.1
Gamma Zo Twist 16,1036,62,Fast,Polyester,1.28,1.28,3,5.8,7,14.51,44,31.2,37.9,52.5,23.8,,226.3,9.94,16.17,0.17,26.2,42.6,93.9,0.085,0.4,4.7
Gamma Zo Twist 16,1037,40,Slow,Polyester,1.28,1.28,3,5.8,7,35.3,39.8,19,21.8,57.1,30.9,,190.3,8.73,14.12,0.64,23.4,46.3,86.7,0.085,0.4,4.7
Gamma Zo Twist 16,1038,51,Slow,Polyester,1.28,1.28,3,5.8,7,27.87,38.2,27.9,38.8,66.6,32.7,,206.3,9.94,16.19,0.46,26.7,43.1,89.3,0.085,0.4,4.7
Gamma Zo Twist 16,1039,40,Medium,Polyester,1.28,1.28,3,5.8,7,14.49,41.3,36.4,47.6,62,12.1,,186.9,7.76,17.84,-0.02,25.6,64.4,91.2,0.085,0.4,4.7
Gamma Zo Twist 16,1040,62,Slow,Polyester,1.28,1.28,3,5.8,7,35.63,36.1,26,37.7,73.2,12.8,,242.9,8.73,14.65,-0.24,23.2,45.6,97.6,0.085,0.4,4.7
Gamma Zo Twist 16,1041,51,Medium,Polyester,1.28,1.28,3,5.8,7,27.87,36.2,32.3,49,76.7,20.5,,158.3,7.76,17.42,0.4,25.6,64.4,83,0.085,0.4,4.7
Gamma Zo Twist 16,1042,40,Fast,Polyester,1.28,1.28,3,5.8,7,35.61,34.2,31,48.7,84.5,13.6,,244,9.94,16.5,-0.11,26.2,42.6,93.3,0.085,0.4,4.7
Gamma Zo Twist 16,1043,62,Medium,Polyester,1.28,1.28,3,5.8,7,14.09,49.1,24,26.5,40.6,23.2,,203.5,8.73,14.12,0.31,23.2,45.7,89.5,0.085,0.4,4.7
Gamma Zo Twist 16,1044,51,Fast,Polyester,1.28,1.28,3,5.8,7,27.34,42.5,20,24,51.2,28.2,,146.3,7.76,17.44,0.73,26,65.3,78,0.085,0.4,4.7
Gamma Zo Verve 16 (1.32),1045,51,Fast,Polyester,1.32,1.28,2.1,4.8,7,39.67,32.9,30.5,52.7,92.2,35.2,16.7,229.2,3.09,7.96,0.2,11.2,22.2,90.4,0.076,0.446,5.9
Gamma Zo Verve 17,1046,51,Slow,Polyester,1.25,NA,1.5,2.1,3,47.54,31.3,28.8,48.7,96.4,32.6,15.2,217.7,4.48,11.13,0.31,15.9,40.1,87.6,0.082,0.502,6.1
Gamma Zo Verve 17,1047,62,Medium,Polyester,1.25,NA,1.5,2.1,3,23.92,37.5,28,45.4,69.5,14.5,7.9,288,3.59,10.85,-0.22,14.3,23,96,0.082,0.502,6.1
Gamma Zo Verve 17,1048,40,Slow,Polyester,1.25,NA,1.5,2.1,3,38.23,32.6,30.1,51.4,89.5,13.7,7.7,285.2,3.22,9.57,-0.15,12.6,24.9,94.9,0.082,0.502,6.1
Gamma Zo Verve 17,1049,51,Medium,Polyester,1.25,NA,1.5,2.1,3,24.08,35.2,32.5,56.4,80.5,25.6,13.6,266.3,3.59,10.57,0.08,14.3,23.1,94.1,0.082,0.502,6.1
Gamma Zo Verve 17,1050,62,Fast,Polyester,1.25,NA,1.5,2.1,3,47.3,36.4,17.1,20.5,67.9,13.1,6.8,268,4.48,11.62,0,16.1,40.6,95.8,0.082,0.502,6.1
Gamma Zo Verve 17,1051,40,Medium,Polyester,1.25,NA,1.5,2.1,3,37.93,38.5,18.1,22.9,60.9,25,12.9,252,3.22,9.24,0.11,12.6,24.8,94.3,0.082,0.502,6.1
